gene	expression_in_log2tpm1	is_top_5	pc_low	pc_median	pc_high	pc_outlier	pc_is_filtered	pd_low	pd_median	pd_high	pd_outlier	pc_percentile	parent_sample	sample_id
RP1-310O13.13	5.37989816352	NA	-0.0850852653384	0	0.141808778048	NA	NA	NA	NA	NA	NA	99	TH_Eval_016	TH_Eval_016_est50M_UMEND_seqtk_seed_3541
RUNDC3A	7.28401434474	top5	-2.47090005875	1.11111533642	5.46748638153	pc_up	NA	NA	NA	NA	NA	94	TH_Eval_016	TH_Eval_016_est50M_UMEND_seqtk_seed_3541
SCG3	6.01858966781	top5	-0.659632325172	0.111167453229	1.21347796917	pc_up	NA	NA	NA	NA	NA	91	TH_Eval_016	TH_Eval_016_est50M_UMEND_seqtk_seed_3541
SEZ6	8.88603184481	top5	-0.660930514336	0.0977480858564	1.14021122456	pc_up	NA	NA	NA	NA	NA	99	TH_Eval_016	TH_Eval_016_est50M_UMEND_seqtk_seed_3541
SEZ6L	7.24972975608	top5	-0.671917021275	0.0977480858564	1.19642138481	pc_up	NA	NA	NA	NA	NA	98	TH_Eval_016	TH_Eval_016_est50M_UMEND_seqtk_seed_3541
SLC17A7	6.76858134217	top5	-0.670610427856	0.25107562542	1.4141305685	pc_up	NA	NA	NA	NA	NA	98	TH_Eval_016	TH_Eval_016_est50M_UMEND_seqtk_seed_3541
SNAP25	7.57818396809	top5	-2.92789244652	0.807443857193	5.54905128479	pc_up	NA	NA	NA	NA	NA	97	TH_Eval_016	TH_Eval_016_est50M_UMEND_seqtk_seed_3541
SNORA4	3.78972925138	NA	0	0	0	NA	NA	NA	NA	NA	NA	95	TH_Eval_016	TH_Eval_016_est50M_UMEND_seqtk_seed_3541
SNORA47	4.44360665148	NA	0	0	0	NA	NA	NA	NA	NA	NA	93	TH_Eval_016	TH_Eval_016_est50M_UMEND_seqtk_seed_3541
SNORA61	4.9772799235	NA	-2.15748143196	0	3.59580254555	NA	NA	NA	NA	NA	NA	97	TH_Eval_016	TH_Eval_016_est50M_UMEND_seqtk_seed_3541
SNORA8	5.08448952494	NA	-1.94589042664	0	3.24315071106	NA	NA	NA	NA	NA	NA	95	TH_Eval_016	TH_Eval_016_est50M_UMEND_seqtk_seed_3541
SPTBN4	6.09740010732	top5	-1.65484368801	0.782504558563	3.6779384613	pc_up	NA	NA	NA	NA	NA	99	TH_Eval_016	TH_Eval_016_est50M_UMEND_seqtk_seed_3541
STMN2	8.87958324961	top5	-1.84989666939	0.298782199621	3.19725179672	pc_up	NA	NA	NA	NA	NA	97	TH_Eval_016	TH_Eval_016_est50M_UMEND_seqtk_seed_3541
SYP	6.4876792789	top5	-1.33208751678	1.04264438152	3.85649681091	pc_up	NA	NA	NA	NA	NA	94	TH_Eval_016	TH_Eval_016_est50M_UMEND_seqtk_seed_3541
TBR1	7.37173309062	top5	-0.0641760528088	0.0144976107404	0.106960088015	pc_up	NA	NA	NA	NA	NA	99	TH_Eval_016	TH_Eval_016_est50M_UMEND_seqtk_seed_3541
TMEM145	6.68818035859	top5	-1.77067840099	0.536152601242	3.45556926727	pc_up	NA	NA	NA	NA	NA	99	TH_Eval_016	TH_Eval_016_est50M_UMEND_seqtk_seed_3541
TUBB2B	9.70663415101	top5	-3.70773100853	2.31327295303	9.24793815613	pc_up	NA	NA	NA	NA	NA	97	TH_Eval_016	TH_Eval_016_est50M_UMEND_seqtk_seed_3541
WASF3	5.96578428466	top5	-1.96380484104	1.61354887486	5.33719921112	pc_up	NA	NA	NA	NA	NA	97	TH_Eval_016	TH_Eval_016_est50M_UMEND_seqtk_seed_3541
ZDHHC22	7.65806863459	top5	-0.126304611564	0.0144976107404	0.210507676005	pc_up	NA	NA	NA	NA	NA	99	TH_Eval_016	TH_Eval_016_est50M_UMEND_seqtk_seed_3541
ACTL6B	5.91001305342	top5	-0.146622136235	0	0.244370207191	pc_up	NA	NA	NA	NA	NA	98	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
ANO2	5.90376136513	top5	-0.872387647629	0.526184141636	2.12351441383	pc_up	NA	NA	NA	NA	NA	99	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
AP000783.1	5.78972925138	top5	-0.898795366287	0.400636225939	1.93433845043	pc_up	NA	NA	NA	NA	NA	99	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
AP3B2	7.96607279482	top5	-2.67186665535	1.09767889977	5.28099250793	pc_up	NA	NA	NA	NA	NA	99	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
ATP1A3	8.7679857751	top5	-1.78345704079	0.546054959297	3.54374742508	pc_up	NA	NA	NA	NA	NA	99	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
BRSK2	6.44310931334	top5	-1.96857631207	0.495794504881	3.78539896011	pc_up	NA	NA	NA	NA	NA	99	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
C1orf61	6.51869249243	top5	-0.929386615753	0.275123685598	1.80963921547	pc_up	NA	NA	NA	NA	NA	92	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
CA4	7.37312615776	top5	-2.4533624649	0.526184141636	4.42082977295	pc_up	NA	NA	NA	NA	NA	99	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
CACNA1G	7.22187708108	top5	-0.652032196522	0.12445962429	1.20081102848	pc_up	NA	NA	NA	NA	NA	99	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
CADM3	7.26678654069	top5	-2.65526247025	0.704955875874	4.86143398285	pc_up	NA	NA	NA	NA	NA	98	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
CADPS	7.33512233691	top5	-2.15953826904	0.422329545021	3.96624970436	pc_up	NA	NA	NA	NA	NA	99	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
CBLN1	5.6570683012	NA	-1.28123855591	0.275123685598	2.2866601944	NA	NA	NA	NA	NA	NA	98	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
CELF3	7.3909427728	top5	-0.412685513496	0.0427840352058	0.687809228897	pc_up	NA	NA	NA	NA	NA	99	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
CHGA	7.27631054746	top5	-2.03455162048	0.201756611466	3.50501036644	pc_up	NA	NA	NA	NA	NA	95	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
CHGB	7.18020754777	top5	-2.77583861351	0.443720519543	4.88705921173	pc_up	NA	NA	NA	NA	NA	94	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
CPLX3	7.98987697333	top5	-0.186689436436	0.0287099014968	0.311149060726	pc_up	NA	NA	NA	NA	NA	99	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
CRMP1	7.30350679273	top5	-1.76027417183	2.33055686951	6.98001337051	pc_up	NA	NA	NA	NA	NA	96	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
CSPG5	6.03364324351	top5	-1.80185294151	0.831960737705	3.95308089256	pc_up	NA	NA	NA	NA	NA	94	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
DACH1	5.54966917073	NA	-2.6559150219	0.765625238419	4.99784374237	NA	NA	NA	NA	NA	NA	98	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
DRAXIN	6.31505896632	top5	-0.613302886486	0.163629814982	1.2098762989	pc_up	NA	NA	NA	NA	NA	99	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
DUSP26	5.55520263388	NA	-1.31706178188	0.310455471277	2.45576453209	NA	NA	NA	NA	NA	NA	94	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
EBF1	5.78162199787	top5	-1.48632979393	1.39514446259	4.54140758514	pc_up	NA	NA	NA	NA	NA	97	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
EPHA8	6.51554215808	top5	-0.283746659756	0.0426443368196	0.472911119461	pc_up	NA	NA	NA	NA	NA	99	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
FAM57B	8.04034452322	top5	-1.19696497917	0.310455471277	2.32683396339	pc_up	NA	NA	NA	NA	NA	99	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
FNDC5	6.87172046232	top5	-1.93235206604	1.02152824402	4.54250669479	pc_up	NA	NA	NA	NA	NA	98	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
GABRB3	6.04461269296	top5	-3.28112149239	0.565691828728	5.69307756424	pc_up	NA	NA	NA	NA	NA	99	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
GABRG2	6.58691482867	top5	-0.146622136235	0	0.244370207191	pc_up	NA	NA	NA	NA	NA	99	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
GDAP1L1	6.66092291396	top5	-0.561719536781	0.11103130877	1.01275897026	pc_up	NA	NA	NA	NA	NA	97	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
GFAP	8.78773934936	top5	-0.95116686821	0.275123685598	1.84593975544	pc_up	NA	NA	NA	NA	NA	92	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
GNB3	8.57076649653	top5	-1.41383898258	0.937371790409	3.59551358223	pc_up	NA	NA	NA	NA	NA	99	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
GPM6A	7.60651625615	top5	-1.66130030155	0.411533921957	3.06528019905	pc_up	NA	NA	NA	NA	NA	93	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
GRAMD1B	5.94415566344	top5	-2.07077121735	1.32482933998	5.23556900024	pc_up	NA	NA	NA	NA	NA	99	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
HES6	8.77333704847	top5	-1.20167136192	3.14731168747	7.88225030899	pc_up	NA	NA	NA	NA	NA	98	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
HMP19	7.56353950317	top5	-0.340369403362	0.0705247372389	0.605942666531	pc_up	NA	NA	NA	NA	NA	96	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
HPCA	8.99689712551	top5	-1.12956619263	0.641648352146	2.6793627739	pc_up	NA	NA	NA	NA	NA	99	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
IGSF21	7.95373084981	top5	-2.12079167366	1.03571343422	4.66086483002	pc_up	NA	NA	NA	NA	NA	99	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
INSM1	6.72587745912	top5	-0.782838404179	0.0567235089839	1.34339094162	pc_up	NA	NA	NA	NA	NA	98	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
KCNQ2	7.3429635744	top5	-0.848537743092	0.0977480858564	1.41422963142	pc_up	NA	NA	NA	NA	NA	98	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
KIF21B	7.04766925139	top5	-1.56659126282	1.08413958549	4.09342432022	pc_up	NA	NA	NA	NA	NA	99	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
KIF5C	6.39386233998	top5	-3.14959263802	0.757125914097	5.98298406601	pc_up	NA	NA	NA	NA	NA	97	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
KLHDC8A	6.31903981556	top5	-1.77596402168	0.555914640427	3.53125905991	pc_up	NA	NA	NA	NA	NA	98	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
LHX2	6.50366675458	top5	-1.92107462883	0.333533734083	3.46245241165	pc_up	NA	NA	NA	NA	NA	99	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
LINC00599	7.14822234039	top5	-0.0217464156449	0	0.0362440273166	pc_up	NA	NA	NA	NA	NA	99	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
LPPR4	5.96370530658	top5	-1.26009273529	0.546054959297	2.63817214966	pc_up	NA	NA	NA	NA	NA	99	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
MAB21L1	7.60347798825	top5	-0.481180369854	0.0842030718923	0.840627610683	pc_up	NA	NA	NA	NA	NA	99	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
MAST1	7.96711095393	top5	-1.84544837475	0.85608112812	4.11489439011	pc_up	NA	NA	NA	NA	NA	99	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
MCC	6.53200519379	top5	-1.46420383453	2.13100242615	5.74398469925	pc_up	NA	NA	NA	NA	NA	99	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
MYT1	5.92362461137	top5	-0.910262227058	0.176445946097	1.63119447231	pc_up	NA	NA	NA	NA	NA	99	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
MYT1L	6.20593983247	top5	-0.126304611564	0.0144976107404	0.210507676005	pc_up	NA	NA	NA	NA	NA	99	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
NEUROD1	7.76805196136	top5	-0.0217464156449	0	0.0362440273166	pc_up	NA	NA	NA	NA	NA	99	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
NEUROD2	6.01212167271	top5	-0.0641760528088	0.0144976107404	0.106960088015	pc_up	NA	NA	NA	NA	NA	99	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
NFIB	7.6780014593	top5	-0.617382526398	3.39096784592	7.31962156296	pc_up	NA	NA	NA	NA	NA	99	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
NNAT	9.04731480431	top5	-1.62850868702	0.748536229134	3.60360431671	pc_up	NA	NA	NA	NA	NA	97	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
NPTX1	8.79967017392	top5	-1.04444694519	0.201756611466	1.89200747013	pc_up	NA	NA	NA	NA	NA	99	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
NRN1	8.32404549864	top5	-2.7390165329	2.36737465858	7.88484477997	pc_up	NA	NA	NA	NA	NA	99	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
NRXN1	5.25209770304	NA	-0.782838404179	0.0977480858564	1.34339094162	NA	NA	NA	NA	NA	NA	96	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
OTX2	9.79202564224	top5	-0.0217464156449	0	0.0362440273166	pc_up	NA	NA	NA	NA	NA	99	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
PDZD4	5.54565954003	NA	-2.29383063316	0.985560894012	4.97786474228	NA	NA	NA	NA	NA	NA	92	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
PHYHIPL	6.21723071622	top5	-2.61936831474	0.378614395857	4.59015512466	pc_up	NA	NA	NA	NA	NA	94	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
PTPRN	6.65477921696	top5	-1.55954325199	0.433055132627	2.96625781059	pc_up	NA	NA	NA	NA	NA	96	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
RNF165	5.58826489431	NA	-1.94034588337	0.67814821004900006	3.73834824562	NA	NA	NA	NA	NA	NA	98	TH_Eval_016	TH_Eval_016_est20M_UMEND_seqtk_seed_7248
