Gene	Pvalue	tstats
CADM3	5.044707692755132e-16	13.58816709872442
CDK5R1	5.708013334644815e-16	13.568691756815129
DOK6	5.970226550137572e-16	13.566032564298306
HPCA	6.6540943135742215e-16	13.539053566542197
INSM1	6.773933759396294e-16	13.527535370156228
CELF4	8.318819412218133e-16	13.46376043059817
ANKS1B	8.104218518768912e-16	13.450710428492583
CDH18	1.120445361821904e-15	13.391776662676747
TMEFF1	1.3144991038706864e-15	13.3350802039922
SNORA11	1.5872305699520651e-15	13.290767872682114
TBR1	1.6670941639651915e-15	13.288368837952683
SCARNA2	1.826883597884459e-15	13.250444218781263
EYS	2.3567014211747345e-15	13.187650983152707
LEMD1	2.9382902843144446e-15	13.095457333858352
DPYSL5	3.0996440509137183e-15	13.082512595433833
AKT3	3.2665596511269036e-15	13.030121925535056
UNC5D	4.132629259479888e-15	13.025789351841862
NELL2	3.719519247506204e-15	12.990788226187568
SNORA22	5.302812639766828e-15	12.952287068666255
GABRG2	6.078095332058816e-15	12.914392451577385
NCAM1	5.0828746070414786e-15	12.895811408489132
SNHG22	6.063117297847352e-15	12.891341493071794
SSTR2	6.744574026294965e-15	12.884258332347581
MYT1	9.757827198677821e-15	12.768988224859807
TULP4	9.030451299153883e-15	12.763840564337755
LHX1	1.2270171393015475e-14	12.721181539273235
CPLX3	1.4755996198499227e-14	12.669686648806486
LHFPL4	1.437664064706864e-14	12.65739451878481
RTN1	1.5012475410216932e-14	12.625475532086309
UNC79	1.6035722112938692e-14	12.625233800083445
DACH1	1.6602569238476168e-14	12.623220055493109
EPHA8	1.9062801559955117e-14	12.601392265598639
ADGRL3	1.8407240757367087e-14	12.558382631250776
SLC7A14	2.1403382935448978e-14	12.556417160937048
PRL	2.2616771173524932e-14	12.554552845861455
AMER3	2.8024627060502236e-14	12.48388835359211
LINC00599	2.895482310095244e-14	12.480988781752504
XKR7	3.155415270055393e-14	12.458713363111947
PPM1E	3.284133416109415e-14	12.430969123371064
FBXL21	3.564795187145771e-14	12.4232923594421
PDZD4	3.4714151353731826e-14	12.403008690251381
CA4	4.116061536252526e-14	12.376595021160272
GPC2	4.056449194211017e-14	12.36821384966481
DPYSL4	4.3291489938075165e-14	12.35475107888644
SRRM4	5.172368401314819e-14	12.32307392761416
PTCHD2	5.862948672987041e-14	12.286998558911746
ST8SIA3	6.148698506638052e-14	12.260506741043308
CSPG5	5.833440908408502e-14	12.253214339853951
GRIA2	6.584820890474044e-14	12.232054966867262
NRN1	7.770906420596316e-14	12.179493711909538
INA	8.658536291770749e-14	12.153296669202756
SVOP	9.517232889775184e-14	12.147801255640635
KIAA0408	9.115819424665457e-14	12.140363795782003
NFIB	1.4833256468125864e-13	12.012041244683399
CARM1P1	1.7031444144957797e-13	12.001727986937983
CCND2	1.548221214487782e-13	11.989831472617581
SCARNA9	1.5691238514730144e-13	11.981843895978454
ZBTB20	1.7108159364030393e-13	11.98157618887024
CPE	1.695270588455556e-13	11.915453084673667
FSTL5	2.4925256902844487e-13	11.891235572602195
KIF5C	2.1910204110517217e-13	11.881314828899361
KCNQ2	2.441055046485859e-13	11.866690989637116
RNVU1-18	3.3627160136106376e-13	11.808191353867906
PHF21B	3.3621521734401815e-13	11.80432622420797
FBLL1	3.301722292708887e-13	11.801749630963332
TERC	3.586336928715184e-13	11.795801611963073
RNU1-1	3.7413400682794715e-13	11.779408737368762
RNU1-3	3.7413400682794715e-13	11.779408737368762
RNU1-28P	3.7419984575138396e-13	11.779361566238736
MMP24	3.61304421532938e-13	11.777306883904192
RP11-445F12.1	3.894108500870096e-13	11.77466091481945
TMEM132B	4.0988027405810914e-13	11.748197411333118
SNORA79	4.338813913290934e-13	11.74349581343674
SNAP91	4.430525792768933e-13	11.712363986765869
DNAJC6	4.737282465368865e-13	11.69391201958468
ST8SIA2	6.530525786570501e-13	11.627550575584825
RN7SK	6.637527863117219e-13	11.623311959400565
ZNF462	7.356522280579113e-13	11.588061185990023
IGDCC3	8.511952924277509e-13	11.561019907518148
KIAA1456	8.945274838760606e-13	11.535606019171471
CXXC4	9.092202082078274e-13	11.528554791485378
RAB3C	8.986139795295304e-13	11.51956931225135
HIST2H3A	9.803170599928306e-13	11.512163038957727
NPTX1	1.1406606744051167e-12	11.476527439039238
VAT1L	1.206750589921112e-12	11.447065393650037
EBF3	1.3326204898589447e-12	11.434270765847213
SH3GL2	1.3367258424987085e-12	11.42613422913585
EBF1	1.3738740988297279e-12	11.42022180117797
FMN2	1.378278516639022e-12	11.40885862773077
KIAA1211	1.54168596466098e-12	11.38756275138414
CLVS1	1.8196219034410945e-12	11.357140199556518
CPNE4	1.8070688878847374e-12	11.34883329666296
RP1-240B8.3	2.2941499643977937e-12	11.30311667147897
TRPM3	2.253170816936274e-12	11.302766837528319
SLC1A2	1.9851296713150952e-12	11.281648345599859
FNDC5	2.59775547748774e-12	11.25009625366489
LHX2	2.816944732739671e-12	11.23747338061984
TMEM151B	2.9617475408766306e-12	11.223062963136115
MSI1	3.2987515117988476e-12	11.19005879437807
SNORA7B	3.4114508587087126e-12	11.187555759432415
SCARNA16	3.8748885465863805e-12	11.15870930880738
DSCAML1	4.048809348498823e-12	11.14227507000408
ZBTB18	4.6493436636158765e-12	11.102414604257335
SCARNA10	4.954133238932462e-12	11.094291389815384
HIST2H3C	4.9057247906784966e-12	11.088313095545608
Metazoa_SRP	5.26054678702154e-12	11.072952076125262
ADD2	5.868264513899495e-12	11.023945354738636
DPP6	5.997056590814725e-12	11.016271049643121
TET1	7.213472522092157e-12	10.974942030183987
APC2	7.48021443471173e-12	10.960718452729642
CHRM3	8.306506118935971e-12	10.953304390501142
SCARNA15	9.464526796603299e-12	10.923471209931257
SNORA61	1.0220982226470427e-11	10.894687211516855
ELAVL3	1.1454880140395646e-11	10.863561408316627
PHYHIPL	1.0100161497930555e-11	10.862399732436682
CRMP1	1.144986565261603e-11	10.854308615987938
AC005618.6	1.2400400583956629e-11	10.852495946983106
GLRA1	1.311910639554404e-11	10.843346127276138
RP11-701H24.4	1.3840548361234298e-11	10.813406241778205
CHRNB2	1.5121978317626718e-11	10.793045613632376
CTD-2001J20.1	1.6728346759212285e-11	10.77680683759872
C1QTNF4	1.6979984633406096e-11	10.760373764265845
SNORA9	1.8629945291273938e-11	10.744957286512783
NOL4	1.9036154889119977e-11	10.732116118238043
RUNDC3B	1.981051787348939e-11	10.723804287944713
DCC	2.0422416576009796e-11	10.71953655426459
DDX25	1.9575604880669747e-11	10.719044377034278
AP3B2	2.0124456957436257e-11	10.715916375112604
LINGO2	2.1273741878883882e-11	10.711068783119943
SNORA48	2.1718827310495163e-11	10.702811801873608
CBLN1	2.2533952416943647e-11	10.690875714591535
LINC01105	2.3056800750331918e-11	10.6793952428807
MAST1	2.3948241216539196e-11	10.676195757857668
APLP1	2.1962097101246416e-11	10.67601431004162
RNF165	2.471123086371336e-11	10.666722575010846
RN7SL4P	2.6120296362876518e-11	10.659165066272829
BRSK2	2.5284992190873922e-11	10.655496415880146
HFM1	2.543611487196505e-11	10.655043809206044
C1orf61	2.425888448175449e-11	10.647265442274744
SCARNA12	2.7457965830186693e-11	10.641235066627516
INSM2	2.7980117391842584e-11	10.639819416280313
RPGRIP1	2.8750000367591265e-11	10.637894169849906
CACNG2	2.8757213919738623e-11	10.634318178598559
VSTM2A	2.7581057783794423e-11	10.633816374917242
RPH3A	3.016508633713722e-11	10.62011718431325
HIST3H2BA	3.3115183411972725e-11	10.59884054205788
NCAN	3.1320719143934826e-11	10.58399089453848
WASF3	3.4103297101376006e-11	10.571305842255795
TMEM35	3.9151449546750124e-11	10.538394132450176
LPPR5	4.1895526016709935e-11	10.525399537510314
ATP6V1G2	4.201023922428539e-11	10.521718477500377
SCRT1	4.5562841948162143e-11	10.512425444407599
MCC	4.922319523401545e-11	10.482656840467422
RP11-17E3.1	5.360121251212733e-11	10.475925340511035
TMEM179	5.453994508581391e-11	10.447440277967974
SEPT3	5.5352710119894197e-11	10.44661060796519
UNC13A	5.75815585093279e-11	10.444955429946518
RP11-463C8.7	6.077223945598708e-11	10.443991450995044
RALYL	6.063609487179393e-11	10.439082663940448
GPR12	6.251581562477026e-11	10.433437348934515
SIX6	6.684094232200656e-11	10.418800744403951
SH3GL3	6.757573865949776e-11	10.403777872611657
RMRP	7.030298796511663e-11	10.39843588397335
MLLT11	7.338118973380079e-11	10.375918097325144
CACNA1G	8.095395559993998e-11	10.364118300502383
JPH3	8.245357909913472e-11	10.351763143563133
RP11-701H24.5	8.789800162124961e-11	10.33032343690485
RIMS2	9.14020775384671e-11	10.321733784834958
FAM171A2	9.451672095282603e-11	10.31660517632642
RP5-1119A7.17	9.921807391149864e-11	10.311626509011566
DUSP26	1.0230650251816296e-10	10.285740374628626
SCRT2	1.1373510609320018e-10	10.280409301771577
STOX2	1.1203108873657437e-10	10.274587866070751
KCNN1	1.1299882495871917e-10	10.269438691676362
RBFOX1	1.3177436947275418e-10	10.236372549390017
CTNND2	1.2267858242097802e-10	10.229609839941444
VASH2	1.4641914035859408e-10	10.20320127293581
U1	1.5200609865189653e-10	10.200099924617522
NTF3	1.638435689212986e-10	10.177734636591376
SCN3B	1.6946231788368846e-10	10.164852984680284
KIAA2022	1.7384357251855351e-10	10.164162591590197
RN7SL1	1.765622056282369e-10	10.159657202401103
TMEM145	1.7910521907345736e-10	10.152063726408842
LRRTM2	1.838309122918063e-10	10.145200685789572
MEX3A	1.951704148572928e-10	10.128239849829804
SLC8A2	2.0713134612650652e-10	10.119911058570931
RP11-108M12.3	2.277729496940022e-10	10.100139804796326
SNORA63	2.3156677894316294e-10	10.092969356554182
FAM57B	2.3187105272671556e-10	10.090016989061397
RP11-286B14.1	2.6415102225827065e-10	10.061459036200155
LRRN3	2.4616257726669413e-10	10.058811749437275
PWAR5	2.587814692390761e-10	10.054103627422284
SNORA71B	2.750959159048934e-10	10.046997778890221
TMEM178B	2.762272032153772e-10	10.027228688943524
ERC2	3.390751892626874e-10	9.987350807134897
RNU1-27P	3.566574926137707e-10	9.981800408575467
RNU1-2	3.5668368394898e-10	9.981781730622936
RNU1-4	3.5668368394898e-10	9.981781730622936
LPPR3	3.609422372244831e-10	9.973698894544329
ERBB4	3.6816742607490294e-10	9.967164817358357
SPTBN4	3.9198821852912934e-10	9.95249278789498
ELOVL2	4.5276805152710965e-10	9.897688194684006
DAB1	5.100805298818248e-10	9.891294514592905
GPR137C	5.286254393181321e-10	9.876396140880711
GAP43	5.048839891638711e-10	9.869558198033708
SLC17A7	5.755160766868917e-10	9.858590426219186
PTPRN	5.709924023524874e-10	9.848284927111141
HES6	5.777120090211057e-10	9.844840645228544
RPPH1	6.129731730147172e-10	9.843869004754975
AP000473.8	6.434852757743185e-10	9.8320659276511
SNORA21	7.020464353750678e-10	9.80924507548628
RP1-310O13.13	7.158059834133707e-10	9.80566615542035
KCNH7	8.236476634582741e-10	9.772952356593697
KCNIP4	8.405800425609727e-10	9.762723809219093
PKIA	7.986897263494916e-10	9.761949654441265
CNTNAP2	8.148710697794366e-10	9.761228380637746
ADCY1	8.710485691242576e-10	9.749130167951902
AMPH	8.72234113271549e-10	9.74494291888928
GPRIN1	8.926529340351956e-10	9.742367874844488
HIST1H4E	9.678522948360353e-10	9.727343206634938
TRIM9	9.612353801415765e-10	9.71505847039719
CSRNP3	1.003448439722412e-09	9.711892607841015
GRM2	1.0468091657357818e-09	9.709136020995572
TMEM74	1.0598744240145677e-09	9.69921852987259
PYGO1	1.0164226504519108e-09	9.699137830769642
RN7SL5P	1.128565567697389e-09	9.692060800951301
CACNA1B	1.1160623320144549e-09	9.689254334410023
AP000783.1	1.1188015877143878e-09	9.687289358714587
B3GAT1	1.192554998339039e-09	9.662863718334634
RP11-168O16.1	1.417035123625782e-09	9.635118787616976
SNORA74B	1.5292668834013156e-09	9.61470214086058
GRM8	1.566585029853666e-09	9.605378422070808
ANO2	1.5966836588930242e-09	9.60250477036089
SNORA34	1.86523222547675e-09	9.562748888353683
AFF2	1.848278970399476e-09	9.558418334201352
OLFM3	2.0139260788258144e-09	9.536560790144314
TUBB3	2.0322109046093087e-09	9.520271190243124
CDH22	2.2868665593086333e-09	9.508340493413982
RGS7	2.2194389487196187e-09	9.507621915600387
TAGLN3	2.162334692964913e-09	9.506047860345275
CH17-125A10.2	2.5129994819654887e-09	9.490147509517517
PDE1C	2.468521271334277e-09	9.488959107627249
UNC80	2.3858552988653444e-09	9.486858994707045
SNORA59B	2.690261470825102e-09	9.465052813736564
RFPL1S	2.7149287067082522e-09	9.464349397315251
MEX3B	2.706564251861864e-09	9.460149145253702
LRRC38	2.833395236629993e-09	9.459350664130817
PCDHA1	2.8845693295384392e-09	9.450034118600694
HIST1H2AK	2.9689868148329485e-09	9.441108731742254
ZNF454	3.039970224214151e-09	9.435834512503666
GNG4	2.960495321163619e-09	9.426677434894533
ISLR2	3.2072471184778153e-09	9.425782090416556
GRAMD1B	3.2367124086448696e-09	9.415059049397936
RNU12	3.3569566801460206e-09	9.41382841052635
CPLX2	3.1042545925240013e-09	9.412421490764782
ZNF423	3.391470460801946e-09	9.404012429292072
RP11-1109M24.5	3.754040612722406e-09	9.388259753749136
BLACAT1	3.99284267837821e-09	9.36855854128983
EOMES	4.092396010492664e-09	9.365838119421818
MKRN3	3.854651120230782e-09	9.365692219660472
SNORA4	4.769414332370327e-09	9.323153775087723
CAMK2B	4.6759804960756736e-09	9.318139547033114
NKAIN1	4.791471136259494e-09	9.31338734877006
SLAIN1	4.900693731342511e-09	9.293229044763292
RIPPLY2	5.032116060259962e-09	9.29090629630382
SYT6	5.439818108945845e-09	9.289621858984438
KIF1A	5.728903660713125e-09	9.254250084682464
AP000473.5	6.325894526463583e-09	9.251914585615081
IMPG2	6.735998107693147e-09	9.241173820856107
PCDHAC1	6.464154145996098e-09	9.240983815179243
FAM135B	6.582765746363291e-09	9.2378833899584
GNB3	6.7904712679663005e-09	9.23633325853181
SNORA46	7.267467064310924e-09	9.219324862403523
GABBR2	7.015153603840057e-09	9.217776646060807
ZNF491	7.427048546178174e-09	9.211758287426454
SNORD17	7.505352222045802e-09	9.210174492549685
BRSK1	7.3019442706648e-09	9.20863807014659
SNORD97	7.619991166513248e-09	9.205470983208125
SNORA70	7.949075056718133e-09	9.19191068581909
SULT4A1	7.873358726240788e-09	9.190876333330987
PAQR9-AS1	8.13131982826356e-09	9.183797564356745
PEG3	8.134443503317224e-09	9.169087595497354
MMD2	8.69961930999076e-09	9.168565610524574
SNORA67	9.004380623430504e-09	9.164330122989922
CAMKV	9.134511951436428e-09	9.158429782713357
HIST1H3J	9.325296927196305e-09	9.156603744055738
SNORA7A	9.290557876690143e-09	9.156251512973359
PCDHB15	9.285435693864386e-09	9.153287613707022
RP11-561B11.6	9.547690216118725e-09	9.150545832667264
MAK	9.702562738773106e-09	9.147974746699244
SNORD22	1.0001764677846366e-08	9.134566599253926
NHLH2	1.0454615218761005e-08	9.129645550134809
POMK	9.906621813857367e-09	9.12888471715277
GRIK5	9.978161231855202e-09	9.128590282671777
AC004540.4	1.0373962960479384e-08	9.11958188668869
CHST8	1.3580111053700692e-08	9.054327168881054
ATCAY	1.4683118578691205e-08	9.029245416403477
SNORA43	1.5569313975465048e-08	9.02642223850713
TUBA1A	1.491275237303538e-08	9.026057212984924
CCSER1	1.5686562601551833e-08	9.012353081905376
RP11-1C8.4	1.646820557052993e-08	9.010406096560406
NTRK3	1.6688834884282506e-08	8.998358049528623
MRLN	1.7924013402446287e-08	8.990054347043916
RP11-701H24.3	1.7941616252094385e-08	8.988901975545076
DISP2	1.792731646592978e-08	8.986355510599664
RP11-71H17.7	1.833269382504688e-08	8.986143530868096
RNVU1-15	1.795753074380005e-08	8.98433844835278
PCDHGA1	1.8681833367939066e-08	8.979870046499743
DCLK2	1.776972788949678e-08	8.977218904954986
GABRA1	1.9342149327735758e-08	8.97083154991374
PCDHA2	1.9497540032530647e-08	8.969598089817033
SLC29A4	1.954245215671257e-08	8.963588182982518
SNORD94	2.0301943220826473e-08	8.960049083829324
MYRIP	1.994156787265556e-08	8.957805704377677
SNORD118	2.097489961936261e-08	8.951948736943343
XKR4	2.123582245144393e-08	8.94363121845176
MPP3	2.2205324760313185e-08	8.937784951155507
RASGEF1C	2.3865633177555714e-08	8.916990031190918
SV2C	2.3982102641418765e-08	8.91671540472096
NHLH1	2.4856920602479778e-08	8.912086649767348
PCBP4	2.4567612117339875e-08	8.909961589424277
GNAO1	2.618432304677124e-08	8.886925630833561
WNK3	2.6205580939843696e-08	8.886488114775503
SNORA59A	2.716796393542808e-08	8.884810369183523
BSN	2.999060037487956e-08	8.86068427862348
RP5-1007F24.1	3.060858835721196e-08	8.858107556256206
PAPPA2	3.3070817404366465e-08	8.838665575748916
LINC01563	3.290584252503146e-08	8.83796325928112
SNORA75	3.379405339189337e-08	8.831843739618552
MSANTD3-TMEFF1	3.315625581871607e-08	8.83168942814242
RCOR2	3.489269196486514e-08	8.819162998883469
CH17-140K24.6	3.562163677346621e-08	8.817281031690246
SNORA24	3.6846678347884176e-08	8.811724003604427
NAPB	3.6049318072406596e-08	8.811636897179243
HIST4H4	3.498456210215959e-08	8.811302047685558
ZNF727	3.6636928906789774e-08	8.811071079131874
ADCYAP1R1	3.396265884542636e-08	8.804736673065285
DENND2A	3.68121804932758e-08	8.801645750863013
ABCC8	3.7942570201584246e-08	8.798955263654134
CABP7	4.031661833231401e-08	8.789172386613902
ADGRB3	4.0207583714111794e-08	8.780245875594018
SNORA52	4.2687214679014214e-08	8.775658712991858
RAB39A	4.316539767499258e-08	8.766966065431221
OLFM1	4.233771746182463e-08	8.756175536608028
ATP2B3	4.798960790562792e-08	8.743373795176732
ZNF730	4.663479824744296e-08	8.743329636934488
ZBTB8B	5.1025571622881376e-08	8.730394461093407
PCDHA9	5.228444361187776e-08	8.722772241677063
RBFOX3	5.3150369682411735e-08	8.718528304525334
PAX6	5.3813300414796934e-08	8.712799909292595
ZNF724P	5.439621864106356e-08	8.704843602108957
SETBP1	5.55538290148327e-08	8.702436218810929
CRX	5.847749329854081e-08	8.699343354138165
SNORA18	5.824262696828647e-08	8.695087680103015
SNORD15B	6.175544097488613e-08	8.682327841009968
DPYSL3	6.032926774117766e-08	8.6719638931031
KCNA1	6.651385506896324e-08	8.665731296601543
ELAVL4	6.603279076090845e-08	8.661110122440915
CDH2	6.234592305791677e-08	8.654360364932646
STXBP5L	6.732975820985222e-08	8.653322354783478
PCDHA8	7.224114538279372e-08	8.641027402245184
SNORA57	7.340760534868973e-08	8.63819376697315
GRIA1	7.121809289966618e-08	8.633701575650035
PGAP1	7.276290624345247e-08	8.631969556525704
FOXN4	7.591169146934486e-08	8.631266778191039
SLC4A10	7.59872508438115e-08	8.627752987515587
CA10	7.883745604117192e-08	8.615432985100476
KCNC1	8.056717557953728e-08	8.613925539952916
L1CAM	7.818515039969269e-08	8.611924519678315
NAP1L3	7.95728402029072e-08	8.602779399947725
KLHL11	8.3777801594577e-08	8.596622851096031
CELF6	8.7250443247809e-08	8.591610185344429
CELSR3	9.626037994690251e-08	8.567760233488075
AC073343.13	9.89550953577558e-08	8.561868538643433
SNORA23	1.1295226858516756e-07	8.53266518116421
FSD1L	1.1034658178233844e-07	8.529292352647026
ASIC1	1.1345303476347563e-07	8.526776122318278
DLGAP1	1.1298559554686691e-07	8.52495102319492
TMSB15A	1.0895128070757202e-07	8.52335295306013
RP11-74E22.8	1.1890782794969398e-07	8.516711039553337
KIF5A	1.1362747295807945e-07	8.516321244759682
RPS27P25	1.1975883800467515e-07	8.515356500800564
PTBP2	1.2372111472106071e-07	8.501850131489226
NREP	1.2589938479598918e-07	8.497664369171572
KIF1B	1.3066345254264261e-07	8.490458951171664
HIST2H4A	1.2554096262952271e-07	8.489675677339564
RP1-161N10.1	1.3401131429676312e-07	8.488534594584095
GRIK1	1.3999139069256679e-07	8.47733324419912
RP11-108M9.3	1.4896587930408784e-07	8.46170403003111
ONECUT2	1.4723603234695628e-07	8.46115025054808
SLC6A3	1.52649275523555e-07	8.456901973611911
CTD-2554C21.2	1.4787372373325275e-07	8.45668693500966
RP11-120J1.1	1.4744570989976102e-07	8.456259904564536
AF186192.5	1.496580577615078e-07	8.453637984256716
FRRS1L	1.505119377748957e-07	8.453614788597914
RP11-379L18.1	1.5532590784876108e-07	8.453023312507712
CLCN4	1.623734275980732e-07	8.435074049956002
Telomerase-vert	1.714821426263513e-07	8.429627867796977
ENC1	1.6819584710571832e-07	8.42462190415687
NRSN1	1.7049108499020545e-07	8.417771032198537
RP11-160E2.6	1.7357941122158546e-07	8.41665792624301
RNF150	1.8175739417970154e-07	8.400395826201125
DIRAS2	1.8964780317369867e-07	8.396879065903615
PMP2	1.7282071119690442e-07	8.392936486101702
MAP6	1.89715463752044e-07	8.392043290920553
SLCO5A1	1.9706018896165746e-07	8.388047647744875
MURC	2.1363008941965368e-07	8.370171191269714
ZIC3	2.3243566569376266e-07	8.353476708124502
CNPY1	2.3777570707700273e-07	8.348076133024746
ZNF300	2.3311013326202563e-07	8.345319282032646
CDK5R2	2.3895375571195297e-07	8.342106676839768
RP11-384F7.2	2.3757948148884443e-07	8.334529790271247
CRHR1	2.696933051750863e-07	8.315218252651947
NPTX2	2.5623437961733234e-07	8.314737911779721
HIST1H4B	2.7202248224505905e-07	8.314589664539776
RP11-342L8.2	2.7678168291175027e-07	8.309042374159528
PCDHGA8	2.8637531729403156e-07	8.299376137281127
RHBDL3	2.856222957150778e-07	8.296050708039871
RNVU1-14	2.810673721430236e-07	8.285859826234988
APBA2	2.906429714099579e-07	8.285683208308775
ZMAT4	3.076670978469602e-07	8.278789324474772
PTPRD	2.936893433113002e-07	8.274978373722428
GLYCTK-AS1	3.3058337142505224e-07	8.263920603204063
GLT1D1	3.3904488410130025e-07	8.251816841774737
ZNF804A	3.6053331238277526e-07	8.243896047718303
ATP1A2	3.4214261445406114e-07	8.237273406877893
PCDHB10	3.628673519399379e-07	8.235681326895953
GLRA2	3.739396234849879e-07	8.234903236518951
SNORA81	3.7630457926490663e-07	8.234239971066518
CNR1	3.7576618822533816e-07	8.227696195560906
CDO1	3.634827294916571e-07	8.219992896875977
HIST1H4D	3.985034859919504e-07	8.219808864096091
C14orf132	3.918034027975735e-07	8.211512904756473
RP6-109B7.4	4.210655466427707e-07	8.204922096451526
MAPT	4.159534872090442e-07	8.195138607514043
SNORA5A	4.476666878649825e-07	8.189902097302216
TENM1	4.3302887782022e-07	8.189651182373389
SYT14	4.352747162885915e-07	8.186980681116177
RMST	4.5927706136308406e-07	8.173620543034408
POU4F2	4.817569044884156e-07	8.172462404690354
C14orf39	4.817760387810866e-07	8.16755733315273
SLC6A15	4.6646370378701727e-07	8.167554740015678
HIST1H2BM	5.357156774232839e-07	8.14495351577805
CTD-2006C1.6	5.436178668579116e-07	8.140223334156273
SRSF12	5.344918070093641e-07	8.13969566101336
DCLK1	5.191692585350682e-07	8.133124719049817
RP11-254A24.2	5.667659294375833e-07	8.13068099057505
RP11-74E22.4	5.870739729360728e-07	8.123207192095304
ZIM2-AS1	5.785040022934146e-07	8.121706956130284
RNU4-2	6.062261682213105e-07	8.112429874931557
MPP2	6.011659733067615e-07	8.111251346950654
BRINP1	6.130353552656907e-07	8.104682180759879
HIST1H2BN	6.201229599282896e-07	8.103558699312503
SOX4	6.339844592675516e-07	8.09909326248063
DGKB	6.567864757832364e-07	8.093407159686882
HIST1H3B	6.78036177651774e-07	8.087704927681964
PROKR2	6.887142188210461e-07	8.084962097868392
WDR17	6.793049090294853e-07	8.076189067021517
PRDM8	6.957980153011334e-07	8.07604755330057
YPEL1	6.984808721228876e-07	8.074918916916758
HOMER1	6.824962455352027e-07	8.071150020347972
LINC01122	7.307456288282124e-07	8.066378155226797
NIM1K	7.161023019952673e-07	8.06431350723426
SNORD10	7.403348756280208e-07	8.064155189707858
