Gene	Pvalue	tstats
INPPL1	3.5975481140351805e-17	16.506823087851032
SPSB4	4.7013147335166163e-17	16.49649176915833
TCF7L1	3.958234685739973e-17	16.49164232558935
IGF2BP1	4.7761999751217733e-17	16.477370911132947
BCAT1	4.210215747486973e-17	16.454835372167555
FAM212B	5.583344244961173e-17	16.406185182822483
PRPF39	3.856907884810493e-17	16.406112503370764
DZIP1	4.3596639943393317e-17	16.39327816124994
PNMAL1	3.2774428717924877e-17	16.388637703723962
STX16-NPEPL1	5.4979808135957857e-17	16.382032916456478
CECR2	5.856636305363791e-17	16.374233918914697
ACTN2	6.431552977149379e-17	16.367709785718485
CDON	6.878633263472078e-17	16.336351421575085
RPL4	4.598476081674945e-17	16.317219408880625
CENPJ	6.759832029322433e-17	16.285493301142953
HMBOX1	5.839958519673444e-17	16.26813694910127
LINC00629	1.0451891047312735e-16	16.228167802916957
HNRNPDL	5.942681038308054e-17	16.20088423261886
GPC2	8.426705671119764e-17	16.190345396825258
TCF3	6.899409420351959e-17	16.16528583185165
DMPK	1.0297760111567121e-16	16.142551323869398
FBXO17	7.105222966777602e-17	16.130178454221866
NCKAP5L	1.0925145385974945e-16	16.118613485141886
ZCCHC24	5.229174344569351e-17	16.10855487736632
TNNT3	1.4581312985276826e-16	16.075443831200474
MYLPF	1.5506834830546586e-16	16.070262753053935
EMILIN1	1.0207408847167737e-16	16.049473612106606
WSCD1	1.1937636025813698e-16	16.03979985424717
SKP2	1.563227628919257e-16	16.015324462998542
RPL17	1.407441930084084e-16	15.986452691830745
LAMA2	1.7406495974436344e-16	15.957272844084468
EIF4E2	9.440232990070544e-17	15.956024589208624
HNRNPA1P7	1.4393188268602724e-16	15.948308814923063
ELFN1	1.8440794779432225e-16	15.945694483349286
POPDC3	1.8150933040166698e-16	15.942642912749138
PRR5	1.5948243751182903e-16	15.935117578746153
SCML2	1.5063092295090666e-16	15.91803714515377
ZIM2-AS1	2.154975783509468e-16	15.911420130829184
MSANTD2	1.8847835573590207e-16	15.908585679076369
EYA4	2.0591777935484202e-16	15.908054549304191
PTPRD	1.8942516710195394e-16	15.855840314751479
MND1	1.938489179368083e-16	15.845874237228958
NOP56	2.0455886881702522e-16	15.82697888331038
FZD2	2.3128681584179055e-16	15.821876728520403
ARHGEF40	1.7392207961655926e-16	15.820288412185914
RPS15AP38	2.705840827494011e-16	15.809257671919346
PLAGL1	2.566609992850441e-16	15.790072569746085
ADAM19	2.2229636914178136e-16	15.786496412292589
FBXL7	2.2417439118853078e-16	15.76817534491317
CPXM1	2.159492685020754e-16	15.758417096271332
RPS23	2.5111390664932577e-16	15.743233058882547
PEG10	2.815663131296971e-16	15.728174466909486
ZNF667	2.239505878819819e-16	15.724260845405444
KDELC1	2.3418211141529674e-16	15.719031404070229
RPL10A	2.4212370444623715e-16	15.653093925964614
HOTAIR	4.2973002898824263e-16	15.650244543942785
TIA1	2.974843725822168e-16	15.636387845306364
SMC6	3.341118450879567e-16	15.610548439277652
HOXC6	3.6827030611494185e-16	15.607256210707876
MSC-AS1	3.891939849778472e-16	15.585542343039297
DNMT3A	3.606744864455432e-16	15.583504845768084
ARFGAP1	4.2061629872886123e-16	15.570603327529732
TRIM55	5.655787129281029e-16	15.548371690388935
MEX3A	3.941492191489823e-16	15.545258125058684
MAGEL2	5.722023494755829e-16	15.539699748359862
MSTN	6.122298563355734e-16	15.535404570707664
FAM110B	4.457364061497928e-16	15.513893481093744
PPWD1	4.602276090022274e-16	15.441601288327133
RPS14	4.990199541679233e-16	15.43723440548142
FAM92A1	5.658904747041444e-16	15.429481458524
MUSK	9.400004186143079e-16	15.376269790587171
TBKBP1	5.911981418942636e-16	15.352120295816547
ZNF516	5.947503900681257e-16	15.349013441985802
LMNB2	8.203282993694483e-16	15.314318116242747
CBX2	7.793453648308033e-16	15.299960203579298
MIR99AHG	8.819081147657447e-16	15.272657248437374
RBFOX1	1.107616898198826e-15	15.268716919758319
CCDC150	1.0494373616676609e-15	15.261767545387613
HS6ST2	1.1055177172736246e-15	15.248799783127943
UBTD2	9.237753598758623e-16	15.238372145428352
SACS	1.153771977111421e-15	15.219775146940934
AC004453.8	1.185966085983767e-15	15.21703752487133
GOLGA8A	9.207200484037848e-16	15.214584643705356
PDLIM7	1.1332056090975776e-15	15.20432918323903
CHTF18	1.1699670389053156e-15	15.194973664184452
OBSL1	9.211007258019256e-16	15.194701040782974
SIX4	1.095949440630026e-15	15.19329462140588
WDR75	8.551175566863073e-16	15.187622149686877
SEPT5	8.962436096853838e-16	15.177712211166696
ZCCHC9	9.487531280951696e-16	15.168414577606356
EXTL2	1.0519626683752009e-15	15.161905480618485
C1orf105	1.6991310173545953e-15	15.154986504271491
ATP2A1	1.7947139440864462e-15	15.118867303174829
SNRPGP10	1.5245875213345433e-15	15.115080839413073
ODC1	1.0161188360565293e-15	15.087048796277555
RPS20	1.4370279157546618e-15	15.085491106801143
TGIF2	1.0860705206128164e-15	15.083330213796936
AP000473.5	2.014763090106597e-15	15.039304197773403
GPR173	1.6198206839196503e-15	15.02740479844217
RPL26	1.5387504667934306e-15	15.022168923241518
HOXC9	1.789169469205712e-15	14.9945826092626
PCM1	1.674688836877706e-15	14.981850534574978
RP11-766F14.2	2.683992746476906e-15	14.978084685538715
SNAI2	1.6794871272009011e-15	14.971180149009763
KCNAB3	2.123916883494925e-15	14.960286344979288
OBSCN	2.283945871268335e-15	14.95988578105216
CCNE1	2.1997041464740015e-15	14.951954968606765
FAM64A	2.0089043525009983e-15	14.945952471670385
HNRNPA1	2.2972138421840602e-15	14.937473639033504
MAPK15	2.8720246461641726e-15	14.903364644175923
COL3A1	1.8529663431084296e-15	14.897778831048921
GLT8D2	2.717923218327773e-15	14.889895784719771
LBX1-AS1	3.3567751902628072e-15	14.889678693697729
PRR3	2.1862596295363015e-15	14.883535128469932
ARPP21	2.8998336403690135e-15	14.88267967601549
DENND2A	2.1986300282960944e-15	14.881176971746346
BOD1	2.488746161717723e-15	14.880132506582465
EFS	2.358184803135411e-15	14.829515757160308
POLR3D	3.2384443190253862e-15	14.811429215934687
MEST	3.948916720740485e-15	14.791354487264913
MFAP2	2.77569173781831e-15	14.784549801012702
CCDC14	3.1601595853514053e-15	14.754572012077938
SSB	2.3614606670129015e-15	14.746290945653321
RPL31	3.897911316537068e-15	14.736815925873964
ADGRA2	3.934633097532131e-15	14.73191129581604
C4orf46	3.962300057510269e-15	14.722586110548084
SLC26A10	4.7923785431259775e-15	14.715573483684945
KAZALD1	4.5360066934344116e-15	14.71267274422218
COL26A1	5.14732182238065e-15	14.712638081017435
MIR17HG	5.344109544571315e-15	14.705240973294496
C5orf34	4.069507936056166e-15	14.703659994258661
ACVR2A	5.1524180352221525e-15	14.702838333085733
AC006128.2	4.877805506414014e-15	14.657359007601826
METTL17	4.8557753536661224e-15	14.656611026532115
SHISA2	5.1193559994414995e-15	14.655641601311135
CITED1	3.656531827224647e-15	14.65243866604092
RP11-834C11.14	5.374727213339398e-15	14.650124705002392
RUNX1T1	5.578698326892694e-15	14.64301589726805
RPS27A	5.147434190894598e-15	14.634610274100735
PPP1R14B	5.7544074469010104e-15	14.621678329429816
LINC00641	3.854406561061799e-15	14.617690431558342
ZRANB2	3.952589941528093e-15	14.613079221429182
CDK6	4.4688715675827504e-15	14.605466460978455
HEYL	6.107148577023245e-15	14.601750888701853
MSS51	6.610320422755258e-15	14.592473464260042
RP11-14N7.2	6.716556194614532e-15	14.561097323709458
RP11-673C5.1	6.218561028371214e-15	14.559646531059624
TMCC1-AS1	7.0544007961150764e-15	14.552440684672314
ADAMTS7P4	8.241028790116951e-15	14.545269830215549
SEMA4C	4.259108339807763e-15	14.542623765325809
FSCN1	5.076055758896556e-15	14.532423315856002
SRL	9.647375111725458e-15	14.495717930678664
HOXC11	8.69041819648534e-15	14.493248269200043
KIAA0895L	6.1532380667320405e-15	14.488093688622808
GLI2	8.869255673392999e-15	14.474984552976965
CDC25B	7.10779131572751e-15	14.473916809878146
CCND2	7.998367242515357e-15	14.462782853466724
ZNF302	7.116568990345546e-15	14.461150376166147
GPC3	9.665727404808643e-15	14.446393334256804
TP73-AS1	6.426590926604802e-15	14.431035414187535
PLEKHG2	8.710380608195848e-15	14.417578349572556
BCL2L12	7.751002433742067e-15	14.41694924981502
TRIM45	1.0695088699327014e-14	14.413041866040823
NASP	9.389077703085246e-15	14.389316403597878
SMO	9.846412220036645e-15	14.38230708539776
FOXO6	1.1059146674831107e-14	14.380149572597444
SEMA6A	1.0130009614162832e-14	14.369796030626336
EIF3E	1.2120992882192165e-14	14.34631398936879
RP11-574K11.24	1.1231848860470781e-14	14.344796766213781
LFNG	9.456117162346817e-15	14.343331862264947
CTD-2195M15.1	1.4927526552089495e-14	14.33070536389828
DUSP27	1.4506475685492835e-14	14.32918986399383
OSTC	7.82545505059255e-15	14.324137092832895
HOXC10	1.1264035658234316e-14	14.300371990237604
NTF3	1.5725528206960628e-14	14.299404680034547
DDX26B	1.3138560754461128e-14	14.285397523682477
NAP1L1	1.1696215034171525e-14	14.284181325059517
TSPAN9	1.425084355453933e-14	14.28172784697483
LINC00680	1.4205740415958896e-14	14.275926114663898
RP11-958F21.1	1.861564897388517e-14	14.25932930462669
HOXC-AS1	1.3874899158800512e-14	14.258500569068346
UTS2R	2.0507025882547725e-14	14.219998886655572
THOC1	1.4977540757870464e-14	14.199061129636153
LZTS1	1.8181383784474884e-14	14.178810425642903
ADGRL2	1.7325502530477495e-14	14.175850591054973
ALKBH2	1.8562497962975527e-14	14.155360407333514
ZNF667-AS1	6.463209959512139e-15	14.148215497071028
MUM1L1	2.480635673597139e-14	14.119110780531843
RPL5	2.1959854808117523e-14	14.101482017557803
CTC-786C10.1	2.6971324027066568e-14	14.08887138665208
MAGED4B	1.9043889073021125e-14	14.078810837727985
SGCD	2.493895513963895e-14	14.071858212897903
COL5A2	2.132338467236194e-14	14.057822353557984
ZEB1	1.8575816195406082e-14	14.054380407292877
PLCG1	2.4371868971455777e-14	14.045081559808699
RP11-889L3.1	2.960719604743562e-14	14.041666271933817
KIF15	2.7754909436645396e-14	14.038673897590533
CDKN3	1.7847518278090215e-14	14.013597512673831
ENOX1	3.1950130302705614e-14	14.00269307288258
RPL7	3.369865992061813e-14	13.993473249046694
VASH1	2.7338064564367722e-14	13.988768908050641
COX7CP1	3.1485593377761435e-14	13.978638677271238
TCERG1	2.9081347318539615e-14	13.978581993602367
RTN2	3.406943620274159e-14	13.978495041568987
PARP2	2.8456584609187625e-14	13.96903703836006
COLQ	3.305367460861529e-14	13.962762490798747
BIN1	3.306408404259624e-14	13.95668302948552
NBPF10	3.2083612247885586e-14	13.956240450363573
LTV1	2.6994719977578998e-14	13.949669338851908
RBFOX2	3.585006923039671e-14	13.934490522514485
SMPX	4.8778709943432047e-14	13.903593285010874
MTMR9LP	4.128387791649391e-14	13.89417462837703
ZNF638	3.45544287783007e-14	13.891502105648073
DCAF15	3.730054026860873e-14	13.87962015998002
TMCC2	3.603171651982257e-14	13.876535833364013
PIF1	4.779676107787105e-14	13.871427939388752
ZNF251	4.3370435543353596e-14	13.870894479111394
EPHB3	3.1129561995152935e-14	13.861999650745377
COL2A1	5.081087068647278e-14	13.854376568230505
EYA1	4.785611123609558e-14	13.853243490013405
SIX2	5.042747019738128e-14	13.851222685791152
LDHB	2.4654323919386237e-14	13.83564173541074
RPL19	2.836232198442714e-14	13.82963955323713
TTLL4	3.731594557514609e-14	13.829181901241112
SPDL1	4.4251718648931206e-14	13.820116149693092
UBE2E3	4.5582523099182245e-14	13.80679099431333
EMILIN3	6.169605310381393e-14	13.802080207389308
DLEU2	5.854503058734857e-14	13.798155533023632
ADAMTS7	6.000483296487152e-14	13.792246245717365
RPL32	5.159418810647748e-14	13.760486858468091
SRSF12	5.778114210590763e-14	13.73975843948465
CSNK2B-LY6G5B-1181	7.007857701021386e-14	13.728205387170124
KLHL13	5.64541078122397e-14	13.72555221151073
MYL6B	7.363545420509133e-14	13.719466596797195
RP11-395I6.3	6.966058542951046e-14	13.708313508676518
TMSB15A	7.345138915348935e-14	13.70114843104583
RP11-260M2.1	7.922187076444357e-14	13.693791185138254
CAP2	7.29541989461423e-14	13.681073090098003
HJURP	7.565422893106665e-14	13.65675701283577
SPACA6P	8.813276288203991e-14	13.653838597827896
ARHGAP28	9.199351919459286e-14	13.630780955723194
KLHL29	8.995220851129283e-14	13.628012528401397
ZEB2-AS1	9.056971624074362e-14	13.615570457705058
EXOSC8	8.944311375285945e-14	13.613018876007636
HOXC4	8.231486496711361e-14	13.612813836442143
FLRT2	9.614778740495815e-14	13.610326420866098
FGFR1	9.342917591955344e-14	13.602037211022676
METAP1D	9.15486422594454e-14	13.595591108187103
MYH3	1.1960279597640396e-13	13.5908567557408
KANK4	1.167002212011505e-13	13.572465890270887
ILF3	1.0081776093430374e-13	13.571957780003757
FREM1	1.0915268682690921e-13	13.567029814477788
RGS16	1.0684666666424523e-13	13.56278095365615
AKAP8L	1.050902196134556e-13	13.550608930937786
CDK3	1.1484367671855713e-13	13.531065851027652
EIF3L	9.76268129904825e-14	13.530225684204135
VCAN	7.861964859222127e-14	13.504434969109118
MUM1	1.2485397265571798e-13	13.501407188019591
ZNF783	1.1314986878216678e-13	13.499036553809862
BACE1-AS	1.2244926126041422e-13	13.497379265735697
PTBP2	1.063398700374962e-13	13.493389547864549
UBXN8	1.1773193124414448e-13	13.492472211198782
ZEB2	6.231744979591801e-14	13.485590491388749
ZNF106	1.214095794193392e-13	13.48100033950814
FKBP10	1.0722088780017473e-13	13.475196479225183
PXDN	1.268931445972258e-13	13.461314181406422
RP4-583P15.15	1.454309071244202e-13	13.456290646283732
GJC1	1.3501231797151576e-13	13.453323644860628
FSD1	1.383922525268982e-13	13.431635887284797
TEAD2	1.3601829753075613e-13	13.425779788173124
WRN	1.6105565747061873e-13	13.42220407223613
RECK	1.4746309051745716e-13	13.421635135911636
C11orf74	1.4934589456622084e-13	13.416400069048079
ZFP82	1.3674438473565793e-13	13.406899770807433
GLI3	1.5541180081988724e-13	13.405379578329349
RPL30	1.6647869178149997e-13	13.394110175931848
RNF165	1.7498266514167906e-13	13.387592887258078
TEAD4	1.737180327123684e-13	13.369544204270852
RPS28	1.5966296268583336e-13	13.356800645495222
STARD13	1.94366878866015e-13	13.348709724110096
FBN3	2.315661602914539e-13	13.333080442643874
RIMKLB	1.4694192773187714e-13	13.329479335220825
RPS11	2.0690072683879627e-13	13.326158739856012
FAM156A	1.7533789018341402e-13	13.318426322274206
ZNF695	2.1678033366155455e-13	13.317478681965373
LINC00883	2.4814815093560675e-13	13.30082217503584
RPL36A	1.954695578895247e-13	13.297919935448371
PFDN4	1.7176385568271076e-13	13.296036520345467
LUC7L	2.185914764824328e-13	13.29355294949347
ZNF333	2.294201178614448e-13	13.288518913155594
ZNF555	2.388245658197139e-13	13.28198382546895
BCS1L	2.324847382016599e-13	13.27237705405022
ZNF354A	2.4391521465314396e-13	13.2700854662696
GCFC2	2.402526665129686e-13	13.253601498372145
GAS5	2.707104047868884e-13	13.243092669251986
NEK3	2.717815644668939e-13	13.215730578152106
HNRNPH3	1.9924881156041378e-13	13.213093464210216
ZNF521	2.8586762128333576e-13	13.191124041636357
FAM216A	2.4546015480382943e-13	13.175295846929773
PDLIM4	2.781406350345196e-13	13.154961669247363
EEF1G	3.4553419418314597e-13	13.149841595655158
VGLL3	3.847214511354152e-13	13.148270619662327
CORO6	3.4551528719783677e-13	13.144242329072155
SPATS2L	3.029197822254643e-13	13.141976696864663
RCBTB2	3.0614266383634256e-13	13.135118577630498
RP4-669L17.8	3.9833594925099097e-13	13.131502072609955
PCGF1	3.1263615846580055e-13	13.131198062346451
KREMEN1	3.5106893667247747e-13	13.12554058551446
RPL37	3.490617706891745e-13	13.125447092903617
STARD9	3.543965319929721e-13	13.123921693506478
BVES	4.149983947368869e-13	13.121484280174972
AC096669.3	4.566814415422006e-13	13.111626024084655
SMYD1	4.727329952149791e-13	13.109934038073549
C20orf166-AS1	4.680537703070907e-13	13.109604397148315
RP11-112J1.1	4.5312639412884003e-13	13.092518724629546
ZEB1-AS1	3.278642462674051e-13	13.085976911211434
CHRD	4.4581862619208467e-13	13.083268052582925
SFPQ	3.236453237812013e-13	13.082852114413953
NFATC4	4.0670337740804595e-13	13.081460635928327
LCAT	3.5045117759175144e-13	13.077809969528582
TBX18	4.941416021976437e-13	13.065219691590148
PGBD1	3.562897994095541e-13	13.05916750782604
LINC00622	4.968959619516706e-13	13.057513586515963
LLNLR-268E12.1	5.369776398532326e-13	13.050778987968764
ROBO3	4.3010791354441915e-13	13.043769801886956
DCHS1	4.683949646326303e-13	13.039393885632803
GEN1	4.843798478151028e-13	13.036976944909828
MTBP	5.163678509825358e-13	13.032833137965978
ANKRD13B	3.8326306453557423e-13	13.032016822809704
ZNF337	4.562615309897117e-13	13.031310789957494
RPSAP15	5.620774171880346e-13	13.02023522121607
CTD-2530N21.4	5.668545734757036e-13	13.019970128880265
ZNF133	4.769244077879975e-13	13.01918702798903
FGF9	5.738486762361669e-13	13.017147617919646
TTYH3	4.503118896421201e-13	13.009154054742762
CSDC2	5.413899248790341e-13	13.001268026446908
NGFR	5.691844637327722e-13	12.987192372210313
CELF2	3.058143942359521e-13	12.985413813176512
MRPS9	3.318234268904985e-13	12.983926604745232
MTERF2	5.625178871323348e-13	12.955435839344078
FBN2	6.921489470230354e-13	12.951393597889261
HDGFRP2	5.293840722415963e-13	12.942206583214766
NOP58	5.132666517881623e-13	12.94040825006415
CHST10	3.3617914936908006e-13	12.934216966242854
NBPF19	5.46378330295663e-13	12.928266290359396
AC068134.10	7.261712086226585e-13	12.924155230840299
MTA1	5.606036104942207e-13	12.919608211511648
RP11-715J22.6	7.48024237177166e-13	12.919070183939276
KIAA1429	6.364553283533683e-13	12.915918282635376
CTB-79E8.3	6.542255429344727e-13	12.912669212188018
RXRG	7.275422269810105e-13	12.908661565160248
NPM3	5.223689791486794e-13	12.908343479334224
LOXL3	7.051935083919185e-13	12.906947782602105
CAHM	6.649113849752986e-13	12.901001679861055
ZGRF1	6.880013561097251e-13	12.892450461654043
WDR27	7.100049351573923e-13	12.890045127682422
CHRNB1	8.415384838128636e-13	12.88678179386243
RP11-68I18.10	8.758569396894367e-13	12.877146260581432
NPIPA1	7.406570201236487e-13	12.877065984451427
CPSF4	7.553344859294565e-13	12.876055327263577
IKBIP	5.339313851836748e-13	12.864340071413125
RBMX	6.50578567140082e-13	12.862786432414499
FAM92A1P1	9.127215177153799e-13	12.857225794770269
CTD-2595P9.4	9.219389711113593e-13	12.847238673413104
C8orf88	8.602279698120607e-13	12.844772655344515
HMGA2	9.467382238299272e-13	12.84200781116144
PRSS53	9.190565371820738e-13	12.841118778242022
GNRH1	9.32254929871184e-13	12.837270516418908
HSPA12B	9.59134343270425e-13	12.833170244093667
CDC25C	8.783175294120777e-13	12.832672182397758
RP11-435O5.4	9.807651418649274e-13	12.831337384484197
RPS8	7.776572717498839e-13	12.831286558389928
RASL11B	9.429852541443303e-13	12.831260944846203
EME1	8.961090640016563e-13	12.830172145480798
ZNF529	7.796840437131117e-13	12.823637408723418
MXD3	9.468479551978505e-13	12.798686047809234
TICRR	9.323786978360335e-13	12.795963061240167
FBXL12	9.560365327861013e-13	12.787056977312094
AP000662.4	1.2069930475493175e-12	12.782484425940485
RBM26	8.440707198799102e-13	12.778747641881955
CENPT	9.245949585259895e-13	12.777196954238104
VWCE	1.1273252154647e-12	12.765877651489227
SSBP2	6.833180901035503e-13	12.75858068220882
CENPO	1.1020355497469076e-12	12.7558401917659
SUPT20H	9.484267898401836e-13	12.750497577106566
RP11-256I23.2	1.2478062066274944e-12	12.742520384925303
COL5A1	8.855255716951722e-13	12.739592375310446
CCDC77	1.2103181149189614e-12	12.734158763984057
LRRN1	1.2447333416304095e-12	12.734027327865107
LINC00342	1.1552265977980565e-12	12.728717371027239
TONSL	1.2253440132677676e-12	12.72617601786493
RP11-2E11.9	1.3654958716506484e-12	12.724918480992375
LINC01266	1.4458064275478486e-12	12.72480076121754
LBX1	1.469264590008638e-12	12.719623068485966
RBM4B	1.17100638956008e-12	12.718136635194732
HMGN1	1.0005964567347147e-12	12.709059382285291
TLN2	1.2005290125177145e-12	12.690183950283197
