Gene	Pvalue	tstats
SLAIN1	5.553786656643183e-170	68.21102141378385
TUBA1A	3.841060263999025e-179	68.16732799151285
OMG	1.7110842570072511e-158	67.73437081966756
SERP2	2.6562050383889096e-168	67.63458793580143
SALL2	7.628736984625698e-171	67.44839047833474
CNRIP1	7.151155305051746e-173	67.4210398108888
APLP1	1.7123755709130718e-170	67.38043281949614
CEND1	2.765440846895695e-160	67.14696576969834
ATP6V0E2	5.505814898510619e-176	66.67062234994856
MTSS1L	2.7405264453327237e-164	66.59047967311481
CADM4	6.642179414731674e-166	66.49897097992525
PAQR6	1.1963401434128523e-155	65.55457080768353
FXYD6	3.2323722898085796e-163	65.53565912229772
ACYP2	1.829015034568566e-159	65.5129587232804
DPYSL3	1.017971838096445e-180	65.47546210257781
POU3F2	3.071412197255973e-154	65.42612902884723
PINK1	3.7839259813663434e-169	65.40876761067939
SLC6A1	2.2043660922193476e-156	65.31080848790404
SOX21-AS1	2.49274064903693e-156	65.2786723094053
ATP6V1G2	3.1618660920770946e-155	65.2668482398049
TMOD2	7.646873872222949e-157	65.17273231039515
BCHE	1.1012957137510306e-162	65.00237169364478
SEPT3	4.625282115946027e-160	64.99208136718147
GRIK4	2.1075053291301795e-153	64.93060720818414
ADGRB2	2.944200230266934e-165	64.92551036257467
APBB1	3.755467309937316e-170	64.9054105688766
PCDH10	4.219306590068839e-157	64.6981715816752
AQP4	5.247875051494568e-152	64.49262962628103
RFTN2	1.1285867836360576e-152	64.43627271133303
MAPT	1.105868698994395e-162	64.39473131603243
CMTM5	1.1965986077974135e-151	64.16350948971049
PIANP	2.6587893761524988e-155	64.00955924248585
MAPK8IP1	1.7164255360373082e-161	63.847215633823225
SOX21	1.7986942316738974e-154	63.811102146616435
SV2A	4.486820709036761e-163	63.75622244980802
B4GAT1	6.8429538869494216e-164	63.65140273314867
ADCYAP1R1	7.060240636577324e-150	63.632379487789855
RP11-517I3.2	1.7962853634560012e-149	63.566278764703995
SCG3	7.657774391909313e-152	63.563972740913854
RGMA	9.649203521463631e-158	63.51395052234475
KIF5C	4.459802886166492e-163	63.41740798025076
ARHGEF6	8.767833252464248e-165	63.34518278356428
STMN4	5.381433010137314e-152	63.126713770649616
PTN	6.09748431345154e-162	63.04889422134297
GATS	6.721999281070297e-161	62.99928620545319
CDH20	1.2038854174633087e-147	62.93571168636313
FAM171B	1.9376352317217742e-154	62.836629773357345
SHISA4	2.1022298497477102e-163	62.73060958505224
CSPG5	2.89077553290407e-150	62.68878798427055
CRMP1	2.136691083312367e-161	62.55485042224402
ABAT	2.904035852614997e-158	62.49077123653201
NOVA2	2.444991364925315e-155	62.464173457053235
MAP2	2.7168859742890824e-157	62.44480878326774
ENHO	4.035175722061638e-150	62.42311798423743
TCEAL7	3.656243133724924e-161	62.3915188097652
SEPT8	2.6228646430748816e-158	62.31628080911084
FHL1	1.9991463092464472e-178	62.28515121263278
NAP1L3	3.6969958371834544e-153	62.21105472522409
DACT3	1.6158668056762368e-159	62.09276113010727
HEY1	2.5145099116500036e-158	62.0555456929967
C2orf72	1.3630484173822157e-162	62.03745749463618
NRXN2	2.9803961105740215e-155	61.72976980384134
SALL1	1.9989707987278202e-160	61.654283609870866
NR2F1	1.713185394057271e-161	61.59644074035015
NLGN2	1.346614171120292e-156	61.577781750470365
IL17D	1.0963160366974461e-149	61.55317009388257
ID4	9.404725503673667e-156	61.28058798631068
CLIP2	1.6885690469037756e-158	61.179671642490966
PSAT1	8.688988767556949e-163	61.00582461435902
CDH2	1.4274300508171058e-169	60.874423151505816
ELAVL3	2.037571243847337e-148	60.82747883235629
NCAN	9.338811933026792e-145	60.638173387813715
NKAIN4	1.1132480374042781e-147	60.576265059863026
ATP1A2	4.3176924119455464e-145	60.52447635175184
PRTFDC1	2.0110317865156675e-158	60.52215694649868
GPR162	2.5591377422985308e-152	60.49539645771566
TTBK1	1.733182912898922e-148	60.41185770657279
MASP1	1.5311572000918991e-149	60.3513627848747
LLNLF-187D8.1	6.832865723472691e-146	60.273889239331744
CORO2B	2.7374035024733283e-151	59.995539559906966
FAM229B	2.3390612319178646e-165	59.718607107788685
RNF112	2.762040855973119e-147	59.58117388567619
NDRG2	1.578454357064213e-147	59.539105987693866
FAM69C	3.858997515724589e-144	59.43637793234792
RP11-263K19.4	1.6151414796837217e-144	59.29210844002222
CLU	2.577477074391637e-165	59.2802414954289
ARHGEF4	2.2291121789665247e-156	59.26670838897362
FAM131B	9.320398427191188e-145	59.22014997810557
CKB	4.448847341364936e-162	59.081234918658375
LRP4	3.0378585422359954e-154	59.0688399840514
TUBB4A	3.9151619132092186e-149	59.05060716860732
TCEAL3	2.744595163344821e-164	59.047692837582375
PKI55	3.150136352670935e-149	59.01082832839095
RP11-849I19.1	5.048676957740216e-142	59.00266918145843
RP11-166D19.1	4.566660351846329e-164	58.93651789719754
KIF5A	6.381595352206588e-144	58.910341305324664
SLC25A18	2.665946767966808e-143	58.90553840464822
CRYAB	5.0699118480457664e-154	58.84420883931854
ZNF853	1.2819260483046627e-150	58.83775207864298
RAB39B	2.659125115055861e-150	58.68493119939069
CPE	2.340435231759151e-158	58.66831583377192
SOX8	7.02698026631144e-142	58.60069440236325
GNAZ	6.570976816448971e-153	58.45740519493766
LINC00844	3.2818160914936087e-141	58.426855359698905
ARHGEF26-AS1	1.743759467507264e-142	58.4236179728158
ASCL1	1.6569722560962328e-141	58.21362247059856
SORBS1	3.606285782802252e-150	58.19601590344819
AC004158.3	5.783708621785502e-140	58.192798521236405
SLC38A3	2.413366010561886e-150	58.074135823736235
RTN1	2.9038936445886146e-146	58.04220966882335
KCNQ2	1.0572856181015939e-144	57.999784320947825
THRA	3.819968249671751e-144	57.98256680627813
CADM2	4.249187323452897e-140	57.82246256167321
PHLPP1	3.783150604379128e-145	57.757840664197204
BEND6	6.65430583903639e-145	57.738435724767626
ARHGEF26	4.8115955507648884e-151	57.710553928416324
SNN	3.7765156906043686e-143	57.65493677611438
FGF1	3.6719158595997674e-140	57.57585491046914
PDZD4	1.1502377725763758e-145	57.54142620086445
FAM19A5	6.074209691909886e-147	57.49221534776994
PPP2CB	1.836732814145479e-154	57.420913256128244
CPT1C	1.3737173911811482e-153	57.41789869409778
CDO1	2.9814134781689836e-149	57.409834686668084
ADGRB3	4.0764030823391456e-141	57.259313999239474
RP11-999E24.3	2.635498497772583e-140	57.16851727333191
NDP	5.538237113670348e-140	57.08665457712616
WASF3	3.4634778920099726e-143	56.955520745706785
MSI1	3.223516404982744e-152	56.76337954983796
METRN	4.454979251182454e-146	56.750063785308356
RASSF2	4.353720712491372e-145	56.68599327467135
ALDOC	9.25147041550011e-141	56.584721071815146
ZCCHC24	5.2805164328834615e-142	56.44977152420791
NCAM2	2.9156544432600865e-140	56.4014734321995
NACAD	7.806188407968048e-145	56.3578660141838
TSC22D4	1.7618070502170824e-137	56.34026882453629
FADS2	1.3581806764226302e-150	56.313785436338826
TTYH2	1.319903021452292e-142	56.20204276850663
FGF2	1.724064764366402e-142	56.085978580577546
SLC1A2	6.200575389908639e-136	56.03553000850191
GDF1	6.287307176527397e-137	55.8802801580961
SMOX	2.151640032849782e-142	55.86320769516547
GRIA4	9.57190187081989e-137	55.82158525729527
GRIA2	7.921807492660589e-138	55.81132167573188
ZBTB47	2.6558786664546612e-142	55.762439845201555
EFR3B	1.1550419021761041e-143	55.72256081865263
PRKCA	1.5659759613763268e-141	55.621050942326015
BEX4	3.26120565076805e-162	55.53492909775815
GPR173	1.2402475382235705e-145	55.424469179669316
GPR37L1	5.359634873385631e-134	55.39840572485856
KIAA0408	6.052687692189503e-145	55.397041308895226
PRUNE2	4.153252375908059e-150	55.39313487716279
SYT17	6.466046557919458e-157	55.345482740682144
NAP1L5	6.209578103699563e-142	55.345111654979625
FMNL2	7.147759276675786e-150	55.328966438113326
OLFM2	6.519598859385371e-143	55.30415318438
BBS2	6.388841568973392e-143	55.23174918196308
LRP1B	2.442841581096987e-134	55.19167416118969
RUFY3	3.574779799303109e-146	55.17639575963144
CCDC88A	9.020253664536217e-150	55.17111946159057
LINC00634	4.459653569939167e-134	55.06088083418158
RTN3	1.2857288604340916e-140	54.82786251638713
C12orf76	1.1098948514160594e-142	54.70654334833036
GAP43	3.777055535952221e-135	54.637709510351726
MAGI2-AS3	2.8710811692968946e-157	54.61512498772501
WLS	1.263182930026718e-151	54.604652631270916
IGIP	1.3519443238084792e-140	54.50191085591591
FRMD5	5.4201083864014534e-135	54.29610593970671
RASSF4	4.5201937500355945e-142	54.289278818544254
UCHL1	2.5241640063173834e-157	54.22969153829049
MRAS	2.815879088976459e-145	54.04279903624385
GRID1	1.1535334359072272e-137	54.01111374328933
NTM	4.764420753065402e-139	53.96928481628408
ENKUR	7.43492037832336e-133	53.84333477449153
PHACTR3	2.6687222212954346e-134	53.8235697791513
PURG	1.6565218601960904e-136	53.81587456396566
PNMAL1	3.936093958022014e-148	53.78687942321673
ST8SIA1	3.676365880004206e-139	53.66247475427732
GDI1	1.5717107037183535e-140	53.65947593887073
TSPAN3	6.252492066442099e-144	53.64453417174834
AMER2	3.217721893578496e-132	53.625911773840244
C3orf18	1.9075435581299006e-144	53.60628856955954
ADCY2	1.5674525272369637e-133	53.44683476642828
SOBP	6.236688171779874e-141	53.376147649856705
DDAH1	3.3236259606254776e-152	53.33899570770958
SYNDIG1	2.0203388931034338e-136	53.32034526397373
RNF157	1.2459602020810737e-142	53.29303821331959
ABCA3	2.3467920450454887e-150	53.2459435477026
C14orf132	3.884784718243845e-138	53.2321565452713
SLC25A23	2.89850773514095e-156	53.22081510964209
AKAP6	8.264229621920551e-135	53.14916408347254
MAGED4	3.612622803705368e-139	53.13900209431137
ASTN2	2.7444074440580606e-139	53.04517298194426
PNMA1	4.7099186468795705e-140	53.02107540066957
ZNF667-AS1	1.772494512558089e-153	52.94825214865359
C15orf59	1.9843494745816323e-135	52.868625444129904
SMARCD3	1.3507207715067273e-144	52.85784506215722
MAP4	1.1371618849755496e-135	52.682274700083994
SLC45A1	2.1673361324170005e-134	52.642448640606105
TMOD1	1.5960432143426848e-140	52.639845995403405
NGFRAP1	2.587250543568971e-168	52.611826146369104
FAM127A	6.6056816166340495e-161	52.5781006355073
APOE	1.1347242049927488e-144	52.415286679196534
SYP	2.1530346111004128e-134	52.35477311265624
NLGN1	2.9583060591904987e-132	52.352583409269315
SFXN5	3.5688516614849053e-131	52.32502838453622
CDH10	1.188016742525224e-129	52.30508560870777
EPB41L2	2.662459617681119e-143	52.274317698739196
CDIP1	4.389811809157315e-138	52.00664596332173
FAM219A	3.6211804800417493e-137	52.004935530083166
MAGED4B	6.298674180081125e-141	51.858078403305626
FAM168A	6.621481339652018e-133	51.82307559562997
RAMP1	1.4898449248931788e-141	51.80685660092352
PSD2	1.500788959388029e-128	51.79078959774086
SDC3	2.8500057120975306e-136	51.70447823899522
KAT2B	2.5118204796921805e-133	51.69819208935849
DFNA5	2.6230010496359036e-141	51.686024672520034
MAGI2	3.444003131206591e-131	51.68055224035258
RP11-345P4.9	1.959177358368533e-132	51.67537673805192
P2RY12	9.55897419931122e-127	51.66518644874893
CFL2	4.278506495933967e-141	51.61735827247847
RP11-552D4.1	6.750354287905803e-126	51.571910830255305
TF	1.9995985963279702e-134	51.55111083995649
RP11-553L6.5	6.15354690095224e-135	51.550501812378975
MFAP3L	1.806456902212746e-136	51.51328313544955
MAP1B	1.8349930042273775e-133	51.5040335040708
ZEB1	1.5384901493009914e-133	51.489694157222836
RP11-410L14.2	1.6115895589401458e-130	51.42400284756485
TRAF3IP2-AS1	2.6508999590593085e-133	51.39714644318887
MAPK4	1.276239576290013e-129	51.347044165934165
SCRN1	1.2446660506539454e-140	51.339309330086635
ASIC1	7.233940099964559e-130	51.27430843408228
PCYT1B	6.034645841839313e-130	51.209952267624566
LRRC49	3.552537065113639e-142	51.17624391721312
NGRN	9.189007372020812e-142	51.12147719055734
MORN4	6.17480841521189e-144	51.0846104118115
LRRC4C	1.3728746660028153e-128	51.0785605958563
DPYSL5	4.150999845919251e-131	51.07138893896948
CDK2AP1	4.0472192242237023e-137	50.85895858404735
RUNDC3A	7.719301275554864e-132	50.837627516988874
IGSF11	3.5553176827798346e-130	50.73324787738954
MIR497HG	9.222146675312226e-130	50.51306592314168
DENND5A	7.707921659546759e-133	50.45900294945709
KHDRBS3	8.635676987124502e-135	50.443639834589604
FAM13C	2.2604675077118783e-130	50.223025280651775
SLITRK2	6.515464820422871e-126	50.180201553416595
DUSP26	1.1777389746932697e-128	50.180195822055865
MVB12B	2.3190949186178987e-131	50.14385770830991
GALNT15	2.5885900315382274e-125	50.0959584876738
DPYSL4	1.1838976024812182e-131	49.980003206817166
ZNF582-AS1	2.8069760700654597e-130	49.945204271618906
NYAP1	3.1648691006743757e-128	49.912852606074225
LRRN3	2.0269676997122168e-128	49.82377546544406
TAGLN3	8.286253972268902e-129	49.819433835985656
GABARAPL2	5.322687770959579e-129	49.80040214131764
HTRA1	1.97558615765047e-145	49.78140960806886
HDHD2	4.662481546354742e-136	49.7553179858365
RP11-629G13.1	1.194989914547263e-124	49.745981442046684
MYEF2	1.7626711023537813e-146	49.743805150933156
PTGDS	5.94163733998589e-132	49.738797709874824
STX12	3.63877023736752e-134	49.73124143614419
CADM3	5.4598614091637405e-127	49.72369596824528
SPAG16	7.629186595409263e-139	49.688777096056896
NFIX	4.51105733416784e-133	49.68661103639476
TNIK	3.6834464124493205e-132	49.66124485291903
GLDC	2.3701103069418718e-136	49.63421198619352
MARCKS	7.51605439401357e-136	49.59233735530671
AZIN2	3.0026749921746065e-130	49.55274572293433
LINC01094	4.890992520002372e-124	49.54496581110696
ZHX3	4.941865980259193e-128	49.54329684402442
USP2	1.6640928820003432e-129	49.51241672894611
NRSN2	1.1093605537930441e-150	49.5107403674202
MPDZ	3.634931350427884e-133	49.487156277189946
DPF1	3.898247046028694e-126	49.43570448251731
RP4-639F20.1	4.9942553964072527e-132	49.39946587100126
PCDH17	3.206482039751493e-127	49.270943825788336
CYP46A1	3.1926997573002893e-124	49.25009717182735
GSTM2	3.781273671806456e-137	49.24961829382526
ZDHHC22	1.3019934537480018e-122	48.9820324181294
SALL3	1.7547630218888125e-122	48.96698347270519
TMEM145	1.4480846307629963e-126	48.879651538308224
ADORA3	2.3385827282791815e-124	48.77999643287038
CHST10	7.151891577360027e-132	48.76333755488619
ATAT1	1.8776698570148698e-127	48.64907874418066
SPECC1	2.0855604096319913e-132	48.50281886508556
KCNJ9	2.680265627194231e-121	48.4606776403215
CTD-2587H19.2	1.977668373976365e-121	48.415299001724684
PID1	1.2018630611820862e-125	48.3138627761019
ABCG2	1.3071776777136608e-123	48.30288247480503
AKTIP	5.253289203953973e-132	48.25518870718215
BBOX1	4.054717905006044e-127	48.245310083426126
ACSBG1	5.986986467914285e-121	48.24090302191636
TMEM108	1.5996631706891923e-128	48.17308270430106
PFN2	1.358195819145492e-141	48.152291931271506
ADAM22	3.146499049157165e-123	48.108579021362395
NKX2-2	7.704403206575484e-122	48.05097346516018
MRFAP1	8.63143567542147e-133	48.049720592821494
KIF1B	2.9975384145814385e-123	48.00336969479883
DENND2A	6.796759322616546e-124	47.985788112233045
DNAJC6	1.4558648157543189e-123	47.96730187543463
SPOCK2	1.0803358960084452e-128	47.92588738613308
ADGRA1	1.3829942554911346e-121	47.878271891218816
LRRC4	1.155081452710926e-125	47.87045403599018
SEPT4	3.2914492625935202e-124	47.85371510014847
TUBG2	2.913970822955446e-128	47.8450632995469
MIR99AHG	1.895016460455761e-131	47.83882241224867
STMN3	2.622014322523747e-133	47.744430580270745
TIMP4	5.9275349107315956e-120	47.74108420615154
DDR1	2.1132187576488387e-137	47.735699521849966
FSD1	1.6454554593168765e-124	47.71216520916631
CELSR2	2.832742377990886e-137	47.68826116905209
NACC2	3.910109156107656e-122	47.661866742824365
SIRT2	2.691795662381809e-121	47.58800758975853
GALNT8	1.2553511335823067e-121	47.557353255394034
FNDC4	3.975104262685663e-127	47.51295328664055
CNTN1	6.225858863552573e-122	47.4794263993658
SLC4A4	4.4166671128851135e-124	47.46605873393208
YWHAE	9.089876197742179e-128	47.446984968044305
WRB	5.157310600205158e-128	47.43980685187181
DNAJC18	1.5260632329397102e-126	47.4065779135605
RAB6B	2.712083679186385e-125	47.318836438251076
CC2D2A	4.615428803773875e-133	47.27998161241623
GABBR1	3.162591257381084e-123	47.24924904252454
GRIK3	2.2297502578806412e-120	47.18037567322857
RAB31	5.988175622924173e-127	47.17485032243648
GPR19	3.4392888476850294e-125	47.02378107702643
SAMD8	3.948663706630513e-123	47.00480190129542
ENOPH1	2.3340013083891034e-126	46.96410909550421
SCAMP5	7.48675162899402e-125	46.96300120407831
TCEAL5	4.148441557488851e-120	46.94670187552228
MRO	9.915259038604339e-118	46.91752156351414
RP4-613B23.1	1.0215255627745772e-117	46.837032889129034
PKNOX2	2.348687007262474e-124	46.81782878986431
ZEB2	2.725317606741406e-137	46.7346295508742
TERF2IP	5.622307052654608e-127	46.71073792886654
LINC00094	5.1188856898473354e-126	46.70488330967376
TNR	5.5088196097109885e-117	46.623111357313114
ABR	1.2511028700700331e-131	46.545605709093415
RP11-617F23.1	3.428565116084731e-121	46.53709263761823
FADS1	4.4759652339276203e-128	46.515572446283535
PALD1	3.1617892815011013e-122	46.507475244135414
CADPS	7.071094098408495e-121	46.50252946017277
PADI2	2.4177224314717166e-121	46.49829834817877
PLCD3	2.182316661315381e-129	46.49509924959691
WSCD1	1.8223740890611162e-119	46.48478523320145
MAPRE2	1.2876690185901967e-129	46.42545325137651
MTURN	2.6298266156868944e-119	46.40851326487665
BDNF-AS	5.361798072420449e-120	46.37931418803726
TYRO3	1.0838828813274168e-123	46.37829126844371
DCLK1	1.8679933049680696e-120	46.37590577765605
SLCO1C1	4.696496022114607e-117	46.36005270462824
HSD11B1L	1.046675477584133e-123	46.35873187036463
PRKACB	6.644040980379703e-124	46.3370080831512
BRINP2	4.779079134269759e-118	46.32191418059466
CCDC181	4.41023532242131e-123	46.29354033164188
CDKL3	2.548349179147543e-123	46.292640936040435
PPAP2B	2.63752755717152e-130	46.25677414490243
MPP2	1.897556643492544e-124	46.22500578155803
CRB1	2.450049250749233e-116	46.200870881419654
ZSCAN18	6.71642784795532e-135	46.1936867033604
JPH4	4.859182714748492e-119	46.100854465277436
GATM	3.3388585390796883e-127	46.09803995798951
TMEM198	9.408468380335658e-124	46.070260588654925
LRCH2	1.654781248641841e-122	46.04517206188704
KLF15	7.529146710937053e-121	46.03205444991748
SIRPA	6.13771188757789e-129	45.97754527278858
LINC00511	1.2931277519234969e-130	45.97091687717431
NRXN1	6.091014390412992e-117	45.93723633579256
BRINP3	1.1646872582479159e-116	45.923279530559
UG0898H09	1.1065630072539108e-115	45.901173597085126
TSPAN5	1.4522191259984516e-126	45.838425707121075
CBS	1.745139679907435e-127	45.685173223625604
PHKG1	1.6015947870550565e-115	45.6445195801263
TMEM178B	8.601747962312327e-121	45.63739083541138
HMBOX1	7.774968378407579e-124	45.542654706189296
ARHGAP21	4.465554455173872e-123	45.52890731835455
STK33	7.6965273410944e-124	45.512298029067665
KHDC1	4.371905734665656e-121	45.4981293737666
LRIG1	2.2996978686695784e-120	45.491334632989165
SPIRE1	1.0853241152989031e-122	45.48952092036436
WDFY3-AS2	1.274147374547799e-116	45.44134093321501
ATCAY	3.6594138851047557e-116	45.40758744843953
RP3-525N10.2	1.8318014589031982e-116	45.36416257467152
PREX1	6.6877331870900466e-124	45.35373174220011
DOCK4	1.4633315443611823e-121	45.3086692806657
SMIM11	5.110921704749901e-126	45.307283896920104
NKIRAS1	9.87700376122478e-121	45.280279859902244
DCAKD	1.258205646624317e-119	45.271817427113604
CNN3	8.305319367170111e-131	45.233604948363016
LRRTM2	1.1068889083018944e-115	45.17705538242768
KCNIP1	3.3337163175810855e-115	45.1204143478611
RP11-161M6.2	1.0868393548335368e-115	45.08826308671381
SRI	6.914243486450201e-121	45.0755457827923
LHFPL4	3.8889352538238725e-115	45.036325834556536
SAMD14	4.947241804676902e-119	45.005671684721584
TCEAL4	4.465264509247274e-146	44.987790150657105
ITM2C	2.167462535065618e-119	44.98019660468085
DST	4.966004168969659e-128	44.92599207336785
RHOBTB3	9.575121066631682e-123	44.92555646990843
MAMLD1	2.974896486748126e-121	44.913505008697726
PAQR8	7.087571750909407e-117	44.905282718705024
JAM3	2.0593704868591623e-124	44.86390835969181
GNG7	4.516066890043564e-118	44.83402171983064
RILPL1	2.7596326794052413e-127	44.81102333734715
LINC00693	1.1776951045369744e-114	44.74111277892252
TMEM35	1.5333318310303565e-117	44.71352938587542
SLCO2B1	1.102181217993316e-123	44.70429183907679
NALCN	7.248677353947561e-115	44.68623974414512
RP11-1134I14.8	4.22087487909467e-114	44.655635434590636
PRKD1	1.550694615017578e-121	44.62633260263454
CLCN6	6.51508626798416e-120	44.60935979619973
TMPRSS5	1.9399380360564956e-114	44.60633111531918
SULT1C4	3.2450725166710066e-118	44.596326122758605
DOK5	6.271087679240318e-120	44.59052045043444
P2RX7	1.4851478345446402e-117	44.587295486344665
RNF182	1.1216489689238438e-115	44.56604604159258
GAL3ST3	6.39123515991615e-119	44.55804724672557
GPT2	4.0513740928030706e-120	44.54365559223853
IGSF21	5.544176047012094e-116	44.495043176117136
NFIA-AS2	2.754718006748313e-112	44.46559794407361
ADGRL1	3.907436791924549e-124	44.41242453396568
SCARA3	4.657456472406446e-121	44.41071488896128
MFSD2A	6.767824101730212e-121	44.38418235365712
MED12L	8.666091852133746e-115	44.350147974190136
BRSK1	6.308636345599541e-118	44.325845048220046
UST	1.5488126109946827e-115	44.3106787532824
ZNF365	1.9950061759720701e-115	44.2908670038939
RP11-566E18.1	5.1551812799678385e-115	44.220264477089835
ATP6V0A1	1.7305856663659355e-126	44.19576009451499
SGIP1	2.0486365643462348e-120	44.19461460010941
ETV1	4.334365128176034e-115	44.18512621948365
BACE1	9.042514316892365e-119	44.07907478396834
TMEM255A	1.791474352083025e-114	44.05697376801111
DTX1	1.1671701915579622e-119	44.0282809248847
RP13-514E23.1	1.7411151442804396e-112	44.02697647248314
VASH1	2.3610753141715106e-119	44.00978174085061
LINC01563	2.7810912469380297e-113	43.99583888801591
DNAJB5	1.4386736587421683e-120	43.9850317602747
PRAF2	8.523295326830602e-121	43.976157015189365
NTN1	2.4201953440741987e-115	43.95811942568319
RP11-13J10.1	6.312669440481879e-114	43.917932377653756
LRRTM3	2.5399082852594376e-111	43.904949240533504
WBP2	3.028326636818305e-116	43.88874190828805
SLC9A9	6.409703365969281e-119	43.88159074495955
AP3B2	2.1989110746311057e-118	43.842749776288905
HIPK2	2.99042724868641e-115	43.842477012562114
